"","year","app","taxon","class","order","family","genus","importer","exporter","origin","importer_reported_quantity","exporter_reported_quantity","term","unit","purpose","source"
"191",2021,"II","Cedrela odorata",NA,"Sapindales","Meliaceae","Cedrela","US","BZ",NA,NA,77.9574089,"sawn wood","m3","T","W"
"192",2021,"II","Swietenia macrophylla",NA,"Sapindales","Meliaceae","Swietenia","DO","BZ",NA,NA,188.6179001,"sawn wood","m3","T","W"
"193",2021,"II","Swietenia macrophylla",NA,"Sapindales","Meliaceae","Swietenia","US","BZ",NA,NA,0.171620981,"logs","m3","T","W"
"194",2021,"II","Swietenia macrophylla",NA,"Sapindales","Meliaceae","Swietenia","US","BZ",NA,NA,552.84915763,"sawn wood","m3","T","W"
"195",2021,"II","Swietenia macrophylla",NA,"Sapindales","Meliaceae","Swietenia","US","BZ",NA,NA,1,"wood product","Number of specimens","P","W"
"196",2021,"II","Dendrobium hybrid",NA,"Orchidales","Orchidaceae","Dendrobium","MO","TH",NA,349,NA,"live","Number of specimens","T","A"
"197",2021,"II","Orchidaceae hybrid",NA,"Orchidales","Orchidaceae",NA,"MO","TH",NA,103,NA,"live","Number of specimens","T","A"
"198",2021,"II","Phalaenopsis hybrid",NA,"Orchidales","Orchidaceae","Phalaenopsis","MO","VN","TW",544,NA,"live","Number of specimens","T","A"
"199",2021,"II","Vanda hybrid",NA,"Orchidales","Orchidaceae","Vanda","MO","TH",NA,204,NA,"live","Number of specimens","T","A"
"200",2021,"II","Goniopora spp.","Anthozoa","Scleractinia","Poritidae","Goniopora","BG","ID",NA,26,NA,"raw corals",NA,"T","W"
"201",2021,"II","Poicephalus gulielmi","Aves","Psittaciformes","Psittacidae","Poicephalus","KG","CD",NA,NA,75,"live","Number of specimens","T","W"
"202",2021,"II","Poicephalus gulielmi","Aves","Psittaciformes","Psittacidae","Poicephalus","LB","CD",NA,NA,10,"live","Number of specimens","T","W"
"203",2021,"II","Poicephalus gulielmi","Aves","Psittaciformes","Psittacidae","Poicephalus","SA","CD",NA,NA,100,"live","Number of specimens","T","W"
"204",2021,"II","Poicephalus meyeri","Aves","Psittaciformes","Psittacidae","Poicephalus","KW","SD",NA,NA,200,"live",NA,NA,"W"
"205",2021,"II","Poicephalus meyeri","Aves","Psittaciformes","Psittacidae","Poicephalus","SA","CD",NA,NA,200,"live","Number of specimens","T","W"
"206",2021,"II","Poicephalus senegalus","Aves","Psittaciformes","Psittacidae","Poicephalus","CV","SN",NA,2,NA,"live",NA,"P","D"
"207",2021,"II","Python bivittatus","Reptilia","Serpentes","Pythonidae","Python","MO","NL","VN",1,NA,"jewellery","Number of specimens","T","C"
"208",2021,"II","Python molurus","Reptilia","Serpentes","Pythonidae","Python","RU","SM","VN",NA,2,"garments",NA,"T","C"
"209",2021,"II","Python reticulatus","Reptilia","Serpentes","Pythonidae","Python","MO","IT","VN",2,NA,"leather products (small)","Number of specimens","T","C"
"210",2021,"II","Python reticulatus","Reptilia","Serpentes","Pythonidae","Python","US","CO","CO",NA,26,"leather products (small)",NA,"T","C"
"211",2021,"II","Prunus africana",NA,"Rosales","Rosaceae","Prunus","ES","CD",NA,NA,102000,"bark","kg","T","W"
"212",2021,"II","Sagittarius serpentarius","Aves","Falconiformes","Sagittariidae","Sagittarius","BD","SD",NA,NA,4,"live",NA,NA,"W"
"213",2021,"II","Sphyrna lewini","Elasmobranchii","Carcharhiniformes","Sphyrnidae","Sphyrna","NL","MR",NA,NA,0.75,"specimens","kg","S","W"
"214",2021,"II","Sphyrna lewini","Elasmobranchii","Carcharhiniformes","Sphyrnidae","Sphyrna","NL","MR",NA,NA,300,"specimens","ml","S","W"
"215",2021,"II","Sphyrna mokarran","Elasmobranchii","Carcharhiniformes","Sphyrnidae","Sphyrna","NL","MR",NA,NA,0.75,"specimens","kg","S","W"
"216",2021,"II","Sphyrna mokarran","Elasmobranchii","Carcharhiniformes","Sphyrnidae","Sphyrna","NL","MR",NA,NA,300,"specimens","ml","S","W"
"217",2021,"II","Sphyrna zygaena","Elasmobranchii","Carcharhiniformes","Sphyrnidae","Sphyrna","NL","MR",NA,NA,0.75,"specimens","kg","S","W"
"218",2021,"II","Sphyrna zygaena","Elasmobranchii","Carcharhiniformes","Sphyrnidae","Sphyrna","NL","MR",NA,NA,300,"specimens","ml","S","W"
"219",2021,"II","Strombus gigas","Gastropoda","Mesogastropoda","Strombidae","Strombus","CA","BZ",NA,NA,58.57,"meat","kg","P","W"
"220",2021,"II","Strombus gigas","Gastropoda","Mesogastropoda","Strombidae","Strombus","CN","BZ",NA,NA,174,"pearl","Number of specimens","T","W"
"221",2021,"II","Strombus gigas","Gastropoda","Mesogastropoda","Strombidae","Strombus","CN","BZ",NA,NA,26250,"shells","Number of specimens","T","W"
"222",2021,"II","Strombus gigas","Gastropoda","Mesogastropoda","Strombidae","Strombus","GB","BZ",NA,NA,9.08,"meat","kg","P","W"
"223",2021,"II","Strombus gigas","Gastropoda","Mesogastropoda","Strombidae","Strombus","GY","BZ",NA,NA,1.36,"meat","kg","P","W"
"224",2021,"II","Strombus gigas","Gastropoda","Mesogastropoda","Strombidae","Strombus","HK","BZ",NA,NA,25.42,"meat","kg","P","W"
"225",2021,"II","Strombus gigas","Gastropoda","Mesogastropoda","Strombidae","Strombus","JP","BZ",NA,NA,48,"pearl","kg","T","W"
"226",2021,"II","Strombus gigas","Gastropoda","Mesogastropoda","Strombidae","Strombus","JP","BZ",NA,NA,2554,"pearl","Number of specimens","T","W"
"227",2021,"II","Strombus gigas","Gastropoda","Mesogastropoda","Strombidae","Strombus","MO","BZ",NA,NA,1.36,"meat","kg","P","W"
"228",2021,"II","Strombus gigas","Gastropoda","Mesogastropoda","Strombidae","Strombus","SV","BZ",NA,NA,6.81,"meat","kg","P","W"
"229",2021,"II","Strombus gigas","Gastropoda","Mesogastropoda","Strombidae","Strombus","US","BZ",NA,NA,2638.37,"meat","kg","P","W"
"230",2021,"II","Strombus gigas","Gastropoda","Mesogastropoda","Strombidae","Strombus","US","BZ",NA,NA,406049.88,"meat","kg","T","W"
"231",2021,"II","Strombus gigas","Gastropoda","Mesogastropoda","Strombidae","Strombus","US","BZ",NA,NA,45,"pearl","kg","T","W"
"232",2021,"II","Centrochelys sulcata","Reptilia","Testudines","Testudinidae","Centrochelys","AE","SD",NA,NA,20,"live",NA,NA,"W"
"233",2021,"II","Chelonoidis carbonarius","Reptilia","Testudines","Testudinidae","Chelonoidis","CL","CO",NA,NA,110,"live",NA,"T","W"
"234",2021,"II","Chelonoidis carbonarius","Reptilia","Testudines","Testudinidae","Chelonoidis","ID","CO",NA,NA,600,"live",NA,"T","W"
"235",2021,"II","Chelonoidis carbonarius","Reptilia","Testudines","Testudinidae","Chelonoidis","MY","CO",NA,NA,150,"live",NA,"T","W"
"236",2021,"II","Kinixys erosa","Reptilia","Testudines","Testudinidae","Kinixys","US","CD",NA,NA,50,"live","Number of specimens","T","W"
"237",2021,"II","Stigmochelys pardalis","Reptilia","Testudines","Testudinidae","Stigmochelys","ID","ET",NA,NA,392,"live",NA,"T","W"
"238",2021,"II","Stigmochelys pardalis","Reptilia","Testudines","Testudinidae","Stigmochelys","TH","ET",NA,NA,50,"live",NA,"T","W"
"239",2021,"II","Stigmochelys pardalis","Reptilia","Testudines","Testudinidae","Stigmochelys","XV","ET",NA,NA,8,"live",NA,"T","W"
"240",2021,"II","Testudo horsfieldii","Reptilia","Testudines","Testudinidae","Testudo","IT","UZ",NA,NA,1100,"live",NA,"T","F"
"241",2021,"II","Aquilaria crassna",NA,"Myrtales","Thymelaeaceae","Aquilaria","DE","LA",NA,NA,4,"oil","g","S","A"
"242",2021,"II","Aquilaria crassna",NA,"Myrtales","Thymelaeaceae","Aquilaria","FR","LA",NA,NA,39.5,"oil","l","T","A"
"243",2021,"II","Aquilaria crassna",NA,"Myrtales","Thymelaeaceae","Aquilaria","KR","LA",NA,NA,270,"chips","kg","T","A"
"244",2021,"II","Aquilaria crassna",NA,"Myrtales","Thymelaeaceae","Aquilaria","KW","LA",NA,NA,30,"chips","kg","T","A"
"245",2021,"II","Aquilaria crassna",NA,"Myrtales","Thymelaeaceae","Aquilaria","MY","LA",NA,NA,100,"powder","kg","T","A"
"246",2021,"II","Aquilaria crassna",NA,"Myrtales","Thymelaeaceae","Aquilaria","SA","LA",NA,NA,2000,"chips","kg","T","A"
"247",2021,"II","Aquilaria crassna",NA,"Myrtales","Thymelaeaceae","Aquilaria","TH","LA",NA,NA,4010,"chips","kg","T","A"
"248",2021,"II","Aquilaria crassna",NA,"Myrtales","Thymelaeaceae","Aquilaria","TH","LA",NA,NA,1590,"powder","kg","T","A"
"249",2021,"II","Aquilaria crassna",NA,"Myrtales","Thymelaeaceae","Aquilaria","VN","LA",NA,NA,6e+05,"logs","kg","T","A"
"250",2021,"II","Aquilaria malaccensis",NA,"Myrtales","Thymelaeaceae","Aquilaria","AE","IN","ID",NA,229,"chips","kg","T","W"
"251",2021,"II","Aquilaria malaccensis",NA,"Myrtales","Thymelaeaceae","Aquilaria","AE","IN","TH",NA,3789.2,"chips","kg","T","A"
"252",2021,"II","Aquilaria malaccensis",NA,"Myrtales","Thymelaeaceae","Aquilaria","IN","ID",NA,6000,NA,"chips","kg","T","W"
"253",2021,"II","Aquilaria malaccensis",NA,"Myrtales","Thymelaeaceae","Aquilaria","IN","SG","MY",3195,NA,"chips","kg","T","W"
"254",2021,"II","Aquilaria malaccensis",NA,"Myrtales","Thymelaeaceae","Aquilaria","KW","IN","ID",NA,635,"chips","kg","T","W"
"255",2021,"II","Aquilaria malaccensis",NA,"Myrtales","Thymelaeaceae","Aquilaria","KW","IN","TH",NA,1080,"chips","kg","T","A"
"256",2021,"II","Aquilaria malaccensis",NA,"Myrtales","Thymelaeaceae","Aquilaria","PH","LA",NA,NA,16,"seeds","kg","S","A"
"257",2021,"II","Aquilaria malaccensis",NA,"Myrtales","Thymelaeaceae","Aquilaria","QA","IN","MY",NA,210,"chips","kg","T","W"
"258",2021,"II","Aquilaria malaccensis",NA,"Myrtales","Thymelaeaceae","Aquilaria","SA","IN","TH",NA,1752,"chips","kg","T","A"
"259",2021,"II","Cycloderma aubryi","Reptilia","Testudines","Trionychidae","Cycloderma","US","CD",NA,NA,15,"live","Number of specimens","T","W"
"260",2021,"II","Varanus albigularis","Reptilia","Sauria","Varanidae","Varanus","JP","CD",NA,NA,150,"live","Number of specimens","T","W"
"261",2021,"II","Varanus albigularis","Reptilia","Sauria","Varanidae","Varanus","NL","CD",NA,NA,100,"live","Number of specimens","T","W"
"262",2021,"II","Varanus albigularis","Reptilia","Sauria","Varanidae","Varanus","US","CD",NA,NA,560,"live","Number of specimens","T","W"
"263",2021,"II","Varanus niloticus","Reptilia","Sauria","Varanidae","Varanus","FR","MG","TD",NA,53,"leather products (small)",NA,"T","W"
"264",2021,"II","Varanus niloticus","Reptilia","Sauria","Varanidae","Varanus","FR","MO","ML",NA,13,"leather products (small)","Number of specimens","T","W"
"265",2021,"II","Varanus niloticus","Reptilia","Sauria","Varanidae","Varanus","MO","FR","ML",1,NA,"leather products (small)","Number of specimens","T","W"
"266",2021,"II","Varanus niloticus","Reptilia","Sauria","Varanidae","Varanus","MO","FR","TD",5,NA,"leather products (small)","Number of specimens","T","W"
"267",2021,"II","Varanus salvator","Reptilia","Sauria","Varanidae","Varanus","MO","FR","MY",4,NA,"leather products (small)","Number of specimens","T","W"
"268",2021,"II","Scleractinia spp.","Anthozoa","Scleractinia",NA,NA,"BG","ID",NA,100,NA,"raw corals",NA,"T","W"
"269",2021,"II","Scleractinia spp.","Anthozoa","Scleractinia",NA,NA,"ES","CV",NA,NA,0.5,"raw corals","kg","S","W"
"270",2021,"III","Canis aureus","Mammalia","Carnivora","Canidae","Canis","AU","ET",NA,NA,1,"trophies",NA,"H","W"
"271",2021,"III","Canis aureus","Mammalia","Carnivora","Canidae","Canis","ES","ET",NA,NA,1,"trophies",NA,"H","W"
"272",2021,"III","Canis aureus","Mammalia","Carnivora","Canidae","Canis","GE","ET",NA,NA,1,"trophies",NA,"H","W"
"273",2021,"III","Canis aureus","Mammalia","Carnivora","Canidae","Canis","US","ET",NA,NA,5,"trophies",NA,"H","W"
"274",2021,"III","Potamotrygon magdalenae","Elasmobranchii","Myliobatiformes","Potamotrygonidae","Potamotrygon","JP","CO",NA,NA,36,"live",NA,"T","W"
"275",2021,"III","Potamotrygon motoro","Elasmobranchii","Myliobatiformes","Potamotrygonidae","Potamotrygon","CR","CO",NA,NA,38,"live",NA,"T","W"
"276",2021,"III","Potamotrygon motoro","Elasmobranchii","Myliobatiformes","Potamotrygonidae","Potamotrygon","JP","CO",NA,NA,36,"live",NA,"T","W"
"277",2021,"III","Potamotrygon motoro","Elasmobranchii","Myliobatiformes","Potamotrygonidae","Potamotrygon","US","CO",NA,NA,6,"live",NA,"T","W"
"278",2021,"III","Potamotrygon orbignyi","Elasmobranchii","Myliobatiformes","Potamotrygonidae","Potamotrygon","JP","CO",NA,NA,36,"live",NA,"T","W"
"279",2021,"III","Potamotrygon schroederi","Elasmobranchii","Myliobatiformes","Potamotrygonidae","Potamotrygon","CN","CO",NA,NA,26,"live",NA,"T","W"
"280",2021,"III","Potamotrygon schroederi","Elasmobranchii","Myliobatiformes","Potamotrygonidae","Potamotrygon","JP","CO",NA,NA,56,"live",NA,"T","W"
"281",2021,"III","Potamotrygon schroederi","Elasmobranchii","Myliobatiformes","Potamotrygonidae","Potamotrygon","TH","CO",NA,NA,30,"live",NA,"T","W"
"282",2021,"III","Potamotrygon schroederi","Elasmobranchii","Myliobatiformes","Potamotrygonidae","Potamotrygon","US","CO",NA,NA,6,"live",NA,"T","W"
"283",2021,"III","Civettictis civetta","Mammalia","Carnivora","Viverridae","Civettictis","FR","ET",NA,NA,160,"musk","kg","T","R"
"284",2021,"III","Civettictis civetta","Mammalia","Carnivora","Viverridae","Civettictis","JP","ET",NA,NA,30,"musk","kg","T","R"
"285",2021,"III","Civettictis civetta","Mammalia","Carnivora","Viverridae","Civettictis","KR","ET",NA,NA,35,"musk","kg","T","R"
"286",2022,"I","Scleropages formosus","Actinopteri","Osteoglossiformes","Osteoglossidae","Scleropages","JP","MY",NA,NA,50,"live",NA,"T","D"
"287",2020,"I","Haliaeetus albicilla","Aves","Falconiformes","Accipitridae","Haliaeetus","IE","NO",NA,NA,20,"live","Number of specimens","N","W"
"288",2020,"I","Haliaeetus albicilla","Aves","Falconiformes","Accipitridae","Haliaeetus","IE","NO",NA,20,NA,"live",NA,"N","W"
"289",2020,"I","Haliaeetus albicilla","Aves","Falconiformes","Accipitridae","Haliaeetus","XV","FR","RU",NA,1,"live","Number of specimens","Q","C"
"290",2020,"I","Harpia harpyja","Aves","Falconiformes","Accipitridae","Harpia","DE","BR",NA,2,NA,"live",NA,"B","F"
"291",2020,"I","Harpia harpyja","Aves","Falconiformes","Accipitridae","Harpia","EC","DE",NA,NA,1,"live",NA,"Z","C"
"292",2020,"I","Harpia harpyja","Aves","Falconiformes","Accipitridae","Harpia","FR","BR",NA,2,NA,"live","Number of specimens","Z","C"
"293",2020,"I","Acipenser brevirostrum","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","SG","CA",NA,0.8,NA,"caviar","kg","P","D"
"294",2020,"I","Acipenser sturio","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","DE","CH","XX",1,NA,"skins",NA,"Q","I"
"295",2020,"I","Acipenser sturio","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","GB","JP","XX",1,NA,"skins","Number of specimens","Q","O"
"296",2020,"I","Acipenser sturio","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","GB","JP",NA,NA,1,"bodies","Number of specimens","Q","O"
"297",2020,"I","Ailurus fulgens","Mammalia","Carnivora","Ailuridae","Ailurus","AU","NZ",NA,NA,1,"live","Number of specimens","Z","C"
"298",2020,"I","Ailurus fulgens","Mammalia","Carnivora","Ailuridae","Ailurus","CL","JP",NA,NA,2,"live","Number of specimens","Z","C"
"299",2020,"I","Ailurus fulgens","Mammalia","Carnivora","Ailuridae","Ailurus","CL","JP",NA,2,NA,"live",NA,"Z","C"
"300",2020,"I","Ailurus fulgens","Mammalia","Carnivora","Ailuridae","Ailurus","DE","IN",NA,2,NA,"live",NA,"B","C"
"301",2020,"I","Ailurus fulgens","Mammalia","Carnivora","Ailuridae","Ailurus","KR","JP",NA,1,1,"live","Number of specimens","Z","C"
"302",2020,"I","Ailurus fulgens","Mammalia","Carnivora","Ailuridae","Ailurus","US","CA",NA,NA,1,"live","Number of specimens","Z","C"
"303",2020,"I","Ailurus fulgens","Mammalia","Carnivora","Ailuridae","Ailurus","ZA","DK",NA,3,NA,"specimens",NA,"L","I"
"304",2020,"I","Melanosuchus niger","Reptilia","Crocodylia","Alligatoridae","Melanosuchus","JP","PE",NA,6,NA,"live","Number of specimens","T","D"
"305",2020,"I","Asarcornis scutulata","Aves","Anseriformes","Anatidae","Asarcornis","IN","CZ",NA,4,NA,"live","Number of specimens","Z","C"
"306",2020,"I","Branta sandvicensis","Aves","Anseriformes","Anatidae","Branta","BD","NL",NA,NA,58,"live",NA,"T","C"
"307",2020,"I","Pachypodium ambongense",NA,"Gentianales","Apocynaceae","Pachypodium","JP","TH",NA,34,100,"live","Number of specimens","T","D"
"308",2020,"I","Pachypodium baronii",NA,"Gentianales","Apocynaceae","Pachypodium","JP","TW",NA,8,NA,"live","Number of specimens","T","A"
"309",2020,"I","Pachypodium decaryi",NA,"Gentianales","Apocynaceae","Pachypodium","CH","DE",NA,NA,2,"live",NA,"T","D"
"310",2020,"I","Pachypodium windsorii",NA,"Gentianales","Apocynaceae","Pachypodium","JP","TH",NA,289,290,"live","Number of specimens","T","A"
"311",2020,"I","Pachypodium windsorii",NA,"Gentianales","Apocynaceae","Pachypodium","JP","TW",NA,100,NA,"live","Number of specimens","T","A"
"312",2020,"I","Pachypodium windsorii",NA,"Gentianales","Apocynaceae","Pachypodium","KR","TH",NA,NA,3,"live","Number of specimens","T","A"
"313",2020,"I","Araucaria araucana",NA,"Pinales","Araucariaceae","Araucaria","CH","IT",NA,NA,5,"live",NA,"T","D"
"314",2020,"I","Araucaria araucana",NA,"Pinales","Araucariaceae","Araucaria","JP","NL","CL",88,NA,"live","Number of specimens","T","D"
"315",2020,"I","Araucaria araucana",NA,"Pinales","Araucariaceae","Araucaria","JP","NL","CL",NA,88,"live",NA,"T","D"
"316",2020,"I","Araucaria araucana",NA,"Pinales","Araucariaceae","Araucaria","KR","NL",NA,2000,NA,"live","Number of specimens","T","D"
"317",2020,"I","Araucaria araucana",NA,"Pinales","Araucariaceae","Araucaria","KR","NL",NA,NA,2000,"live",NA,"T","D"
"318",2020,"I","Araucaria araucana",NA,"Pinales","Araucariaceae","Araucaria","NL","CL",NA,NA,69000,"live","Number of specimens","T","D"
"319",2020,"I","Araucaria araucana",NA,"Pinales","Araucariaceae","Araucaria","NL","CL",NA,84000,NA,"live",NA,"T","D"
"320",2020,"I","Araucaria araucana",NA,"Pinales","Araucariaceae","Araucaria","RU","IT",NA,NA,10,"live",NA,"T","D"
"321",2020,"I","Araucaria araucana",NA,"Pinales","Araucariaceae","Araucaria","US","NL","GB",NA,10,"seeds","kg","T","A"
"322",2020,"I","Araucaria araucana",NA,"Pinales","Araucariaceae","Araucaria","US","NL","GB",NA,10,"seeds","kg","T","D"
"323",2020,"I","Alouatta palliata","Mammalia","Primates","Atelidae","Alouatta","CA","CR",NA,0.5,1,"specimens","g","S","W"
"324",2020,"I","Ateles geoffroyi","Mammalia","Primates","Atelidae","Ateles","CA","CR",NA,NA,1,"specimens","g","S","W"
"325",2020,"I","Ateles geoffroyi frontatus","Mammalia","Primates","Atelidae","Ateles","CA","CR",NA,0.5,NA,"specimens","g","S","W"
"326",2020,"I","Balaena mysticetus","Mammalia","Cetacea","Balaenidae","Balaena","BE","CA",NA,3,NA,"bone carvings","kg","P","O"
"327",2020,"I","Balaena mysticetus","Mammalia","Cetacea","Balaenidae","Balaena","CH","CA",NA,NA,2,"baleen","Number of specimens","Q","W"
"328",2020,"I","Balaena mysticetus","Mammalia","Cetacea","Balaenidae","Balaena","CH","CA",NA,NA,2,"bone carvings","Number of specimens","Q","O"
"329",2020,"I","Balaena mysticetus","Mammalia","Cetacea","Balaenidae","Balaena","CN","GB","XX",NA,1,"baleen","Number of specimens","Q","O"
"330",2020,"I","Balaena mysticetus","Mammalia","Cetacea","Balaenidae","Balaena","CN","GB","XX",1,NA,"bone carvings","Number of specimens","Q","O"
"331",2020,"I","Balaena mysticetus","Mammalia","Cetacea","Balaenidae","Balaena","CN","GB","XX",4,4,"garments","Number of specimens","Q","O"
"332",2020,"I","Balaena mysticetus","Mammalia","Cetacea","Balaenidae","Balaena","DE","CA",NA,1,NA,"carvings",NA,"P","O"
"333",2020,"I","Balaena mysticetus","Mammalia","Cetacea","Balaenidae","Balaena","DK","GL",NA,500,500,"baleen","g","P","W"
"334",2020,"I","Balaena mysticetus","Mammalia","Cetacea","Balaenidae","Balaena","DK","GL",NA,1,NA,"baleen","kg","P","I"
"335",2020,"I","Balaena mysticetus","Mammalia","Cetacea","Balaenidae","Balaena","DK","GL",NA,5,5,"baleen","kg","P","W"
"336",2020,"I","Balaena mysticetus","Mammalia","Cetacea","Balaenidae","Balaena","DK","GL",NA,NA,3,"baleen","m","P","W"
"337",2020,"I","Balaena mysticetus","Mammalia","Cetacea","Balaenidae","Balaena","DK","GL",NA,NA,1,"baleen","Number of specimens","P","W"
"338",2020,"I","Balaena mysticetus","Mammalia","Cetacea","Balaenidae","Balaena","FR","CA",NA,1,NA,"bone carvings","Number of specimens","P","O"
"339",2020,"I","Balaena mysticetus","Mammalia","Cetacea","Balaenidae","Balaena","GB","RU","XX",1,NA,"bone carvings","Number of specimens","Q","O"
